movie_id;recom
85593;"[""It's in the Bag!"", 'Bag Man', 'Bag Boy', 'Plastic Bag', 'Bag of Bones']"
8703;['Three Wishes', 'Cinderella', 'Cinderella', 'Cinderella', 'Cinderella']
290656;['Wolves', 'Wolves', 'War Wolves', 'Among Wolves', 'Wolves In The Snow']
61121;['The Avenue', 'Madison Avenue', 'Blue Hill Avenue', 'Avenue Montaigne', 'The Prisoner of Second Avenue']
195833;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
29491;"['Possession', 'Possession', 'Possession', 'The Possession of Michael King', ""The Possession of David O'Reilly""]"
113743;"['Darling', 'Darling', 'Darling', 'Darling', ""Jupiter's Wife""]"
282813;['The Pyramid', 'The Human Pyramid', 'The V.I.P.s', 'The U', 'The We and the I']
119855;['The Ridiculous 6', 'Dream Man', 'Dream', 'Dream', 'The Man']
51959;['The Star', 'The Star', 'The Man with the Golden Arm', 'Princess', 'Star!']
58432;"['The Dark', 'The Dark', ""The Children's Hour"", 'The Midnight Hour', 'Hour of the Star']"
332079;['S&M Judge', 'The Bloody Judge', 'Hail the Judge', 'The Judge and the Assassin', 'Innocent Steps']
169020;"['La France', ""Vive L'Amour"", 'Paris, France', 'The Princess of France', 'Made in France']"
25893;['Seven', 'Seven Times Seven', 'The Last Seven', 'Seven Days', 'The Seven Five']
76286;['Ski Patrol', 'Ski Patrol', 'Party 7', 'The Party', 'The Party 2']
12212;['Final Cut', 'The Final Cut', 'The Final Cut', 'Cut!', 'In the Cut']
26831;"['That Day', ""I'll Be There"", ""I'll Be Seeing You"", ""You'll Never Be Alone"", 'The Day']"
35023;['Two of a Kind', 'A Kind of Murder', 'Six of a Kind', 'A New Kind of Love', 'Kind Lady']
44263;['Police Academy 6: City Under Siege', 'The Siege', 'Under Siege 2: Dark Territory', 'Ninja 4: Siege', 'State of Siege']
10371;['For Love or Money', 'For Love or Money', 'For Love or Money', 'For Here or to Go?', 'Black or White']
444935;"['My Bromance', 'Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort']"
57047;['The Angel', 'Angel', 'Angel-A', 'Angel', 'Angel']
172847;['The Scenic Route', 'En Route', 'Route Irish', 'Route 666', 'Seasons of the Year']
37910;['Distant Voices, Still Lives', 'Voices', 'Voices', 'The Voices', 'House of Voices']
125458;['North and South, Book I', 'South', 'North', 'Oh, God! Book II', 'Going South']
29938;['Escape', 'Escape', 'Escape', 'The Escape', 'The Escape']
8208;"['The Man Who Knew Infinity', 'I Dream Too Much', 'Too Much Sleep', 'Too Much Johnson', ""Who's the Man?""]"
414067;['Amber Alert', 'Amber Lake', 'Forever Amber', 'Seasons of the Year', 'Inauguration of the Pleasure Dome']
49767;['Fade to Black', 'Fade to Black', 'Bleach the Movie: Fade to Black', 'Not Fade Away', 'Black']
26175;"['Ivanhoe', 'Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort']"
78377;['The Idiot', 'The Idiot', 'In Paris', 'Broadway Idiot', 'The Idiot Returns']
108879;['Autism in Love', 'Louis Theroux: Savile', 'Louis Theroux: Under The Knife', 'Louis Theroux: Behind Bars', 'Louis Theroux: Transgender Kids']
331485;['An American Dream', 'Dream', 'Dream', 'The American', 'Requiem for the American Dream']
755;['Dusk', 'Lights in the Dusk', 'From Noon Till Three', 'Red Dawn', 'Dawn of the Dead']
20533;"['DC Showcase: Jonah Hex', 'Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort']"
62994;['Dog', 'The Dog', 'In the Park', 'Dog Eat Dog', 'Dog Eat Dog']
51195;['Thirst for Love', 'The Thirst', 'Thirst', 'Thirst', 'Thirst']
121642;"['Twice Upon a Time', 'Born Bad', ""Don't Think Twice"", ""Don't Knock Twice"", 'The Same River Twice']"
277686;['In Orange', 'Orange Love', 'My Life in Orange', 'Straight-Jacket', 'Tiger Orange']
34672;['Central Park', 'Prince of Central Park', 'The Central Park Five', 'Hero', 'Hero']
126927;['Black Widow', 'Black Widow', 'Blood Widow', 'Devil', 'The Merry Widow']
36593;['Naked Gun', 'Naked', 'Gun', 'The Naked Man', 'The Naked City']
271674;['California Suite', 'Executive Suite', 'Plaza Suite', 'Shangri-La Suite', 'Seasons of the Year']
85639;['Cover Girl', 'Cover-Up', 'Cover Up', 'Run', 'Run']
288313;"['The Perez Family', 'Victor Young Perez', 'Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia""]"
37853;['Mister John', 'Mister Lonely', 'Mister Johnson', 'My First Mister', 'Mister 880']
4909;['The Jackal', 'The Day', 'Day of the Dead', 'Day of the Dead', '$5 a Day']
16632;['100 Days', '100 Girls', '100 Women', 'The Days', '100 Streets']
1776;['Jesus', 'Jesus', 'Camp', 'Camp', 'Love Camp 7']
393196;['Meet the Parents', 'Meet Dave', 'Meet the Patels', 'Meet the Feebles', 'Meet the Applegates']
9051;['10+10', '10 Years', '10.5: Apocalypse', '10 Minutes', '10 Minutes']
14234;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
24580;['The Creeping Flesh', 'Unknown', 'Unknown', 'The Unknown Man', 'The Unknown Girl']
1366;['Rocky V', 'Rocky II', 'Rocky III', 'Rocky IV', 'Rocky VI']
29722;['The Motorcycle Diaries', 'Motorcycle Gang', 'The Girl', 'The Girl', 'The Girl']
260584;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
50021;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
23857;['Skin, Skin', 'Skin', 'Skin Game', 'The Skin Game', 'Under the Skin']
9587;['8 Women', '7 Women', 'Women', '3 Women', 'The Women']
71200;['Fire-Eater', 'The Pumpkin Eater', 'The Biscuit Eater', 'The Biscuit Eater', 'Green Snake']
165573;['Jaane Hoga Kya', 'Mujhe Kucch Kehna Hai', 'Kabhi Alvida Naa Kehna', 'Pyaar Kiya To Darna Kya', 'Seasons of the Year']
9844;['The Opposite Sex', 'The Opposite Sex', 'The Souler Opposite', 'The Sex of Angels', 'The Sex of the Stars']
67911;['Born to Be Wild', 'Born to Be Blue', 'Born to Be Bad', 'A Star Is Born', 'A Star Is Born']
9555;['Proof', 'Rabbit', 'Proof of Life', 'Living Proof', 'Proof of the Devil']
41245;"['Candy', 'Candy', ""The Devil's Candy"", 'Hard Candy', 'Stealing Candy']"
14301;['Sing', 'Sing', 'Disney Sing-Along-Songs: Under the Sea', 'Horrible Bosses 2', 'Angels Sing']
43657;"['Eminem AKA', 'Dark Heart AKA Wagstaffe', ""Return to Return to Nuke 'Em High, aka Volume 2"", 'Seasons of the Year', 'Inauguration of the Pleasure Dome']"
67499;"['Bad Grandpa', 'A Grandpa for Christmas', ""A Summer at Grandpa's"", 'My Flesh My Blood', 'My Man']"
192712;['Kite', 'The Blue Kite', 'The Kite Runner', 'Seasons of the Year', 'Inauguration of the Pleasure Dome']
172705;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
90001;['Film', 'The Happy Film', 'French Film', 'The Film Parade', 'Film Noir']
183108;['Ecstasy', 'The Ecstasy of Wilko Johnson', 'The Great Ecstasy of Robert Carmichael', '3-D Sex and Zen: Extreme Ecstasy', 'The Great Ecstasy of Woodcarver Steiner']
158968;['Salt', 'The Salt of Life', 'Under the Salt', 'The Salt Prince', 'Salt of the Earth']
111307;['The Union', 'State of the Union', 'Union Pacific', 'Calamari Union', 'A More Perfect Union']
9660;['The Iron Petticoat', 'The Guns Of Fort Petticoat', 'Operation: Rabbit', 'Operation Pacific', 'Operation Thunderbolt']
28656;"['The Mad Butcher', 'The Butcher', ""The Butcher's Wife"", 'Butcher Boys', 'Mad Love']"
21468;['The Business', 'Big Business', 'Family Business', 'Back in Business', 'My Little Business']
72953;['The Bible', 'Devil', 'A.D. The Bible Continues', 'The Neon Bible', 'The Bible: In the Beginning...']
25088;['The V.I.P.s', 'The U', 'The We and the I', 'The World, the Flesh and the Devil', 'The Good, The Bad, The Weird']
274868;['Tic Tac', 'Code Black', 'Code Blue', 'The Code Conspiracy', 'Nightmare Code']
164286;['Down', 'Dangerous Men', 'Dangerous Game', 'Man Down', 'Dangerous Child']
43885;['The Plainsman', 'The V.I.P.s', 'The U', 'The We and the I', 'The World, the Flesh and the Devil']
110608;['The Enemy Within', 'The Violent Enemy', 'The Public Enemy', 'The Enemy Below', 'Class Enemy']
5550;"['RoboCop', 'RoboCop', 'Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia""]"
321030;['One More Time', 'One More Time with Feeling', 'More', 'Room for One More', 'One A.M.']
28769;['A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol', 'Christmas Carol: The Movie', 'Carol']
437623;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
10787;['The Invisible Man', 'The Invisible', 'The Invisible Man Returns', 'The Invisible Woman', 'The Invisible Woman']
66178;"['Plastic', 'Bag Man', 'Bag It', 'Bag Boy', ""It's in the Bag!""]"
138103;['The Expendables', 'The V.I.P.s', 'The U', 'The We and the I', 'The World, the Flesh and the Devil']
14729;['Riders', 'The Shadow Riders', 'Sky Riders', 'Freedom Riders', 'The Long, Long Trailer']
122787;['Count Three and Pray', 'Kill', 'Kill!', 'Eat Pray Love', 'Kill Baby, Kill']
45827;['The Indian', 'Indian Summer', 'Indian Summer', 'The Indian Runner', 'The Indian Tomb']
50346;['Kickboxer', 'American Kickboxer', 'American Kickboxer 2', 'Kickboxer: Vengeance', 'Kickboxer 5: The Redemption']
133521;"['Shameless', 'Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort']"
21138;['The Sandlot', 'The Sandlot 2', 'Heading South', 'Home', 'Home']
390991;"[""I've Loved You So Long"", 'I Like to Hurt People', 'Frankie Boyle - Live - The Last Days of Sodom', 'Never Been Kissed', 'Hurt']"
363007;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
78375;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
42733;['The Meetings of Anna', 'Love', 'Love', 'Love', 'Love']
52980;['The Yakuza Papers, Vol. 3: Proxy War', 'The Yakuza Papers, Vol. 5: Final Episode', 'The Yakuza Papers, Vol. 1: Battles Without Honor and Humanity', 'Hiroshima', 'Hiroshima']
273084;"[""OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie"", 'Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort']"
63172;['12:01 PM', 'The Man of the Year', 'Man of the Year', 'Year One', 'Woman of the Year']
1246;['Rocky', 'Rocky V', 'Rocky II', 'Rocky III', 'Rocky IV']
153102;['12', '12 Days of Christmas Eve', 'The Terror', 'Island of Terror', 'The Days']
199512;['Forbidden', 'Forbidden', 'Love Forbidden', 'Forbidden World', 'The Passion of the Christ']
70807;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
273341;['The Cyclist', 'Unknown', 'Unknown', 'Death of a Cyclist', 'The Unknown Man']
171357;['X: Past Is Present', 'Jonathan of the Bears', 'The Ultimate Christmas Present', 'Jo pour Jonathan', 'The Secrets of Jonathan Sperry']
124058;['The Gathering', 'History of the Eagles', 'The Wings of Eagles', 'A Gathering of Cats', 'A Gathering of Old Men']
16217;['The Big Steal', 'Steal Big Steal Little', 'The Art of the Steal', 'Steal My Heart', 'Steal This Movie']
29610;"[""The God Who Wasn't There"", ""Who's the Man?"", ""Elina: As If I Wasn't There"", 'A Man There Was', 'Who?']"
52907;['Tales from the Vienna Woods', 'Masquerade in Vienna', 'Carriage to Vienna', 'From A to B', 'From Hell']
51560;"['The Wizard of Oz', 'The Wizard of Oz', 'The Witches of Oz', 'Oz: The Great and Powerful', ""Legends of Oz: Dorothy's Return""]"
172824;['Gun', 'Her', 'Loves of a Blonde', 'American Gun', 'American Gun']
24047;['Alien Nation', 'Alien Nation: The Enemy Within', 'Alien Nation: Body and Soul', 'Lost Horizon', 'Lost Horizon']
433471;"['Lou!', ""The Gun in Betty Lou's Handbag"", 'Hello Mary Lou: Prom Night II', 'Seasons of the Year', 'Inauguration of the Pleasure Dome']"
324251;['The Program', 'The Program', 'A Hot Dog Program', 'Princess Protection Program', 'Dark Space']
40933;['Bolero', 'Bolero: Dance of Life', 'Cherry, Harry & Raquel!', 'Puerta de Hierro, el exilio de Perón', 'El vendedor de humo']
219645;['Criminal', 'Criminal', 'The Criminal', 'Passion', 'Criminal Justice']
54440;['Sonny', 'Sonny Boy', 'Sonny Boy', 'An Education', 'Bad Education']
24671;['Queen', 'River', 'The River', 'The Queen and I', 'Black River']
16077;['The Eye', 'Eye for an Eye', 'Eye for an Eye', 'Eye For An Eye', 'My Little Princess']
8961;['Bad Boys', 'Bad Boys', 'Bad Boys', 'Boys', 'Boys']
392891;['Patton Oswalt: Finest Hour', 'Patton', 'Patton Oswalt: Werewolves and Lollipops', 'Patton Oswalt: My Weakness Is Strong', 'Patton Oswalt: Tragedy Plus Comedy Equals Time']
323384;"['Miracles', 'The Gift', 'The Gift', ""It's a Gift"", ""God's Gift""]"
2286;['Miss Blue Jeans', 'Indiana Jones and the Last Crusade', 'In a Day', 'In Time', 'In a World...']
305088;['For Love or Money', 'For Love or Money', 'Love, Money, Love', 'Money', 'One for the Money']
218850;['The V.I.P.s', 'The U', 'The We and the I', 'The World, the Flesh and the Devil', 'The Good, The Bad, The Weird']
75400;['The Eye', 'The Student and Mister Henri', 'Eye for an Eye', 'Eye for an Eye', 'Eye For An Eye']
182127;['Ip Man 2', 'Ip Man 3', 'Ip Man', 'The Legend Is Born: Ip Man', 'Fight, Zatôichi, Fight']
121173;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
16122;['Playing', 'Playing Dead', 'Playing God', 'Baby Take a Bow', 'Playing for Time']
287424;['Tracking Down Maggie', 'Who Killed Aunt Maggie?', 'Maggie Simpson in The Longest Daycare', 'Seasons of the Year', 'Inauguration of the Pleasure Dome']
79474;['Frenzy', 'Feeding Frenzy', 'Just Another Love Story', 'Just a Question of Love', 'I Love You, I Love You Not']
30361;['To Save A Life', 'Save the Tiger', 'Save the Date', 'God Save the King', 'Save the Last Dance 2']
26723;['John Lennon - Plastic Ono Band', 'John Q', 'Imagine Me & You', 'America: Imagine the World Without Her', 'Brother John']
11297;['The Green', 'Save Me', 'To Save A Life', 'Save the Tiger', 'Save the Date']
21887;['The Great Man', 'The Great War', 'The Great King', 'The Great Escape', 'The Great Beauty']
410348;"['Angel In My Pocket', 'Gun', ""God's Pocket"", 'Pocket Money', 'Film Is a Girl & a Gun']"
109099;['Passion Flower', 'A Quiet Passion', 'Crime of Passion', 'Passion of Mind', 'Empire of Passion']
212167;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
552;['Tulips in Spring', 'The Bread and Alley', 'Black Bread', 'Bread and Chocolate', 'Bread, Love and Dreams']
116991;['Night of the Day of the Dawn of the Son of the Bride Part 2: In Shocking 2-D', 'The V.I.P.s', 'The U', 'The Man of the Year', 'The City of the Dead']
211222;['Kentucky', 'Day of the Panther', 'Panther', 'The End of a Mystery', 'The Return of the Pink Panther']
208286;['Crimes of the Heart', 'Crimes of the Past', 'Crimes of the Future', 'Imaginary Crimes', '5 Against the House']
42570;['The Magic Sword', 'The Sword and the Dragon', 'Sword of the Stranger', 'The Sword and the Rose', 'Memories of the Sword']
41954;['Terminus', 'Terminus', 'The Life and Times of Hank Greenberg', 'The Life and Times of Allen Ginsberg', 'The Best Of Times']
185476;['Revolution #9', 'Revolution', 'Revolution', 'Angels of Revolution', 'Before the Revolution']
64525;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
85469;['Bruno', 'Giordano Bruno', 'Das Lied einer Nacht', 'Seasons of the Year', 'Inauguration of the Pleasure Dome']
31450;['Traveller', 'The Girl', 'The Girl', 'The Girl', 'Girl 6']
207780;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
45145;['Johnny 2.0', 'Johnny Angel', 'Johnny Was', 'Johnny Hamlet', 'Johnny Apollo']
78339;['Memory Lane', 'Without Memory', 'The Memory Of A Killer', 'Fast Lane', 'Man Without a Memory']
119844;['Macbeth', 'Macbeth', 'Macbeth', 'Macbeth', 'Lady Macbeth']
33974;"['Mammoth', 'Ice Age: A Mammoth Christmas', 'Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia""]"
10012;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
146490;['Titan A.E.', 'Ray', 'Special', 'Side Effects', 'Side Effects']
40574;['Shy People', 'Gun-shy', 'Gun Shy', 'Girl 6', 'Girl']
195522;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
13841;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
95136;"['Giordano Bruno', 'Einer wie Bruno', 'Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia""]"
391934;['Sense and Sensibility', 'Sense and Sensibility', 'Perfect Sense', 'Horse Sense', 'A Sense of History']
47876;['Little Miss Broadway', 'Little Miss Sunshine', 'Miss Zombie', 'Little Man', 'Miss Lovely']
122268;['Miss Sloane', 'Entertaining Angels - The Dorothy Day Story', 'Mr Perfect', 'Mr. Vampire', 'Mr. Lucky']
240628;['Wind', 'The Wind', 'Black', 'Black', 'The Dark Wind']
27847;['Universal Soldier', 'Universal Soldier', 'Universal Soldier: The Return', 'The Business', 'Soldier']
37513;['The Duel', 'The Duel', 'Duel', 'The Quiet', 'The Quiet Man']
10047;['Joan of Arc', 'The Messenger', 'Messenger of Death', 'Kill the Messenger', 'Shoot the Messenger']
116609;['The V.I.P.s', 'The U', 'The We and the I', 'The World, the Flesh and the Devil', 'The Good, The Bad, The Weird']
35696;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
46971;"[""Don't Take God's Children for Wild Geese"", 'Wild', 'The Wild', 'Wild Wild West', 'Wild, Wild Planet']"
34944;['5 Steps to Danger', 'Assigned to Danger', 'Danger Zone', 'Green for Danger', 'Sudden Danger']
173845;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
100605;['The 7th Day', '7th Heaven', 'December Boys', 'A December Bride', 'The 7th Floor']
7348;['Robinson Crusoe', 'Robinson Crusoe', 'Robinson Crusoe', 'The Adventures of Robinson Crusoe', 'Mars']
68115;['Terminal', 'The Terminal Man', 'Terminal Island', 'Terminal USA', 'Terminal Velocity']
23169;['Remember', 'Remember Me, My Love', 'Remember You', 'Remember the Day', 'A Man to Remember']
1433;"['Devil', 'The Old Devil', 'Year of the Devil', ""The Devil's Brother"", 'The Devil Inside']"
59533;['Policeman', 'The Ball', '8-Ball', 'The Other', 'The Other']
123553;['Bones', 'House of Bones', 'The Mortal Storm', 'Bag of Bones', 'House of Mortal Sin']
411638;['The Fury of the Wolf Man', 'Fury', 'Fury', 'The English Patient', 'The Sound of Fury']
319337;['7 Minutes', '13/13/13', '2:13', 'Four Minutes', 'Seven Minutes']
288789;['Doubt', 'Shadow of a Doubt', 'Reasonable Doubt', 'Beyond a Reasonable Doubt', 'Beyond a Reasonable Doubt']
31942;['Ride', 'The Ride', 'Midnight', 'Midnight', 'Last Ride']
26883;['The Incredible Hulk', 'The Death of the Incredible Hulk', 'The Incredible Hulk Returns', 'The Trial', 'The Trial']
97088;['Sacrifice', 'Sacrifice', 'Sacrifice', 'The Final Sacrifice', 'New Year Sacrifice']
43417;['The Magnificent Seven', 'The Magnificent Seven', 'The Seven Magnificent Gladiators', 'Magnificent 7', 'The Ride']
86282;['Tracks', 'Tracks', 'Bloody Tie', 'The West', 'Across the Tracks']
88844;['Code Black', 'Blue', 'Blue', 'Nightmare Code', 'Code Unknown']
38080;['The Assassin', 'S&M Judge', 'Assassin', 'Assassin', 'The Emperor and the Assassin']
14968;['Welcome to L.A.', 'Welcome', 'Welcome', 'Welcome to the North', 'Welcome to the Jungle']
5375;['FRED: The Movie', 'Elsa & Fred', 'Drop Dead Fred', 'Santa Claus', 'Santa Claus']
362227;['Something good', 'Something Wild', 'Something Wild', 'The Strange One', 'Something Evil']
166231;"['Raspberry Boat Refugee', ""Sierra Leone's Refugee All Stars"", 'Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia""]"
15927;['India', 'I for India', 'Passage to Mars', 'Night Passage', 'Dark Passage']
8046;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
26497;"[""Impy's Wonderland"", 'Island', 'The Island', 'The Island', 'The Island']"
320639;"[""It's All About Love"", 'All About Them', 'All About My Wife', 'All About My Mother', 'All About Our House']"
25755;"['Citizen X', 'Citizen', 'Dog', 'The Dog', ""Citizen's Band""]"
58732;['The V.I.P.s', 'The U', 'The We and the I', 'The World, the Flesh and the Devil', 'The Good, The Bad, The Weird']
121740;"['The Details', ""The Devil's in the Details"", 'Minor Details', 'Seasons of the Year', 'Inauguration of the Pleasure Dome']"
76380;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
43048;['Glory', 'Days of Glory', 'Price of Glory', 'Glory Road', 'Gun Glory']
72753;['The Alley Cats', 'Strike', 'Cats', 'First Strike', 'Blood Alley']
5876;['Through the Mist', 'In the Electric Mist', 'Landscape in the Mist', 'Gorillas in the Mist', 'The V.I.P.s']
66599;"['Black Field', 'Wild Field', 'The Field Mouse', ""Abel's Field"", 'The Onion Field']"
239155;['College', 'The Price of Life', 'The Price of Sex', 'The Price of Gold', 'The Price of Power']
6075;"[""Carlito's Way: Rise to Power"", 'Way Way Out', 'The Way Way Back', 'My Way', 'A Way of Life']"
14290;['A Better Tomorrow II', 'Tomorrow', 'A Better Life', 'A Better Tomorrow III: Love and Death in Saigon', 'Better Living']
61052;['Day & Night', 'Night and Day', 'Day and Night', 'Day and Night', 'Night and Day']
40812;['The Fighter', 'Sister Street Fighter', 'Street Fighter Alpha - The Movie', 'Street Fighter II: The Animated Movie', 'The Return']
9048;['A Chinese Ghost Story', 'A Chinese Ghost Story', 'A Chinese Ghost Story II', 'A Ghost Story', 'III']
15179;['The Age of Love', 'The New Age', 'Ice Age', 'Age Of Kill', 'Age of Tomorrow']
9755;"['Bloodsuckers', 'Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort']"
323573;['Father and Daughter', 'The New Daughter', 'First Daughter', 'The Son-Daughter', 'Only Daughter']
125680;['Almost You', 'Almost Christmas', 'Almost Angels', 'Almost Heroes', 'Almost Kings']
581;['Dances with Dragon', 'Living with Wolves', 'Wolves', 'Wolves', 'Five Dances']
24713;['Johan Falk: National Target', 'Johan Falk: Kodnamn Lisa', 'Johan Falk: Leo Gaut', 'Johan Falk: Spelets regler', 'Johan Falk: Organizatsija Karayan']
300666;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
85873;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
63958;['White House Down', 'Down', 'Burning Down the House', 'Bringing Down the House', 'House']
64456;['Lawless', 'The Lawless Frontier', 'Lawless Range', 'The V.I.P.s', 'The U']
174442;"['Anarchy Parlor', 'Parlor, Bedroom and Bath', 'Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia""]"
54164;['East Is East', 'Where East is East', 'From the East', 'The Wild East', 'East, West, East: The Final Sprint']
86959;['Getting It On', 'Getting Out', 'Getting Home', 'Mr. Right', 'Mr. Right']
8968;"['Boogeyman 2', 'Boogeyman 3', 'Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia""]"
10696;"['Seasons of the Year', 'Inauguration of the Pleasure Dome', ""There's No Place Like Utopia"", 'Private Resort', 'Quarantine 2: Terminal']"
259690;['World Cinema', 'Tale of Cinema', 'Cinema Paradiso', 'Salaam Cinema', 'BaadAsssss Cinema']
